age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
56;management;married;tertiary;cellular;yes;616;0
33;admin.;married;secondary;cellular;no;0;0
48;management;married;tertiary;cellular;no;0;0
34;technician;single;secondary;cellular;no;347;0
54;management;married;tertiary;cellular;no;5927;3
45;blue-collar;married;secondary;cellular;no;776;0
35;management;single;tertiary;cellular;no;1064;0
26;unemployed;single;tertiary;cellular;no;521;0
27;services;single;secondary;cellular;no;3977;3
47;self-employed;married;tertiary;cellular;no;-80;0
34;blue-collar;single;tertiary;cellular;no;1168;0
28;admin.;single;secondary;cellular;no;89;0
57;unemployed;married;secondary;cellular;no;3030;3
54;retired;single;secondary;cellular;no;515;0
26;services;single;tertiary;cellular;yes;1140;0
45;admin.;married;secondary;cellular;no;285;0
36;services;married;secondary;cellular;no;488;0
27;services;single;tertiary;cellular;no;691;0
35;admin.;divorced;secondary;cellular;no;183;0
47;self-employed;married;tertiary;cellular;no;917;0
33;management;married;tertiary;cellular;no;1412;0
38;management;married;tertiary;cellular;no;569;0
32;management;single;tertiary;telephone;no;2770;3
27;management;single;secondary;cellular;no;116;0
34;admin.;married;tertiary;cellular;no;457;0
52;services;married;secondary;telephone;no;1351;0
49;retired;divorced;secondary;cellular;no;-268;0
33;technician;single;secondary;cellular;no;211;0
35;management;single;secondary;telephone;no;6809;1
53;admin.;married;secondary;cellular;yes;849;0
27;self-employed;divorced;secondary;cellular;no;165;0
27;admin.;single;secondary;cellular;no;6492;1
29;technician;single;tertiary;cellular;no;195;0
42;technician;married;secondary;cellular;no;769;0
47;services;divorced;secondary;cellular;no;691;0
55;blue-collar;married;secondary;cellular;no;-157;0
42;technician;married;secondary;cellular;no;419;0
59;retired;divorced;tertiary;cellular;yes;3444;3
49;blue-collar;married;primary;cellular;no;183;0
59;unemployed;married;secondary;cellular;no;1226;0
50;technician;divorced;secondary;cellular;no;-298;0
34;technician;married;secondary;cellular;no;904;0
27;blue-collar;married;secondary;cellular;no;1024;0
41;technician;single;unknown;cellular;no;2701;3
35;blue-collar;single;secondary;cellular;no;2158;3
33;blue-collar;single;tertiary;cellular;no;350;0
46;unemployed;married;primary;cellular;no;1251;0
46;unemployed;divorced;secondary;cellular;no;22;0
29;blue-collar;divorced;primary;cellular;no;2;0
55;technician;married;secondary;cellular;no;517;0
44;self-employed;divorced;tertiary;cellular;no;2938;3
58;services;married;secondary;telephone;no;-37;0
40;management;divorced;tertiary;cellular;no;49;0
29;blue-collar;single;secondary;cellular;no;0;0
56;technician;single;primary;telephone;no;145;0
35;unemployed;married;secondary;cellular;no;547;0
34;services;married;secondary;cellular;no;196;0
33;technician;single;secondary;cellular;no;10;0
28;blue-collar;married;secondary;cellular;no;1137;0
30;unemployed;single;secondary;telephone;no;2303;3
28;management;married;tertiary;cellular;no;247;0
27;technician;married;tertiary;telephone;no;13;0
38;blue-collar;married;primary;cellular;no;558;0
30;management;single;tertiary;cellular;no;0;0
36;management;married;primary;cellular;no;392;0
32;housemaid;married;primary;cellular;no;-184;0
56;entrepreneur;married;secondary;cellular;no;1272;0
45;technician;divorced;secondary;cellular;no;415;0
54;management;married;tertiary;cellular;no;184;0
32;blue-collar;married;secondary;cellular;yes;1879;3
46;entrepreneur;married;secondary;cellular;no;122;0
33;management;married;tertiary;cellular;no;17946;4
32;student;single;unknown;cellular;no;4110;3
19;student;single;unknown;cellular;no;1169;0
36;technician;single;secondary;telephone;no;1102;0
30;blue-collar;single;secondary;cellular;no;522;0
49;management;married;tertiary;cellular;no;488;0
37;technician;married;secondary;cellular;no;95;0
47;blue-collar;divorced;primary;cellular;no;1279;0
57;retired;married;primary;telephone;no;1532;0
28;unemployed;single;primary;cellular;no;236;0
44;blue-collar;divorced;secondary;cellular;no;1258;0
31;admin.;single;secondary;cellular;no;690;0
52;blue-collar;married;primary;cellular;no;320;0
40;blue-collar;married;primary;cellular;no;451;0
22;student;single;secondary;cellular;yes;0;0
30;management;single;tertiary;cellular;no;520;0
31;admin.;single;secondary;cellular;no;1201;0
34;management;married;tertiary;cellular;yes;0;0
27;self-employed;single;tertiary;telephone;no;26;0
52;services;divorced;secondary;telephone;no;289;0
35;blue-collar;married;secondary;cellular;no;2074;3
52;entrepreneur;divorced;tertiary;cellular;no;1089;0
48;unemployed;single;unknown;cellular;no;11298;1
55;unemployed;single;primary;cellular;no;274;0
28;blue-collar;married;secondary;cellular;no;1134;0
32;unemployed;single;unknown;cellular;no;4;0
37;unemployed;married;secondary;cellular;no;924;0
31;admin.;single;secondary;cellular;no;476;0
40;management;divorced;secondary;cellular;no;108;0
38;blue-collar;single;primary;cellular;no;2198;3
37;blue-collar;married;secondary;cellular;no;688;0
50;blue-collar;married;primary;telephone;no;859;0
33;management;married;tertiary;cellular;no;594;0
51;management;single;tertiary;telephone;no;2242;3
31;technician;married;secondary;telephone;no;783;0
47;management;married;primary;cellular;no;1675;0
26;self-employed;married;tertiary;cellular;no;479;0
51;admin.;divorced;secondary;telephone;no;2785;3
28;technician;married;secondary;cellular;no;-579;0
28;technician;single;secondary;cellular;no;456;0
29;admin.;single;secondary;cellular;no;291;0
49;blue-collar;married;primary;telephone;no;474;0
41;admin.;single;tertiary;cellular;no;873;0
46;self-employed;married;tertiary;cellular;no;291;0
47;admin.;married;secondary;telephone;no;520;0
39;services;married;secondary;cellular;no;208;0
33;admin.;married;secondary;cellular;no;347;0
33;management;divorced;tertiary;telephone;no;-848;0
40;admin.;married;secondary;cellular;no;100;0
46;admin.;married;unknown;telephone;no;1106;0
35;management;married;tertiary;cellular;no;354;0
35;unemployed;single;primary;cellular;no;-84;0
33;technician;single;secondary;cellular;no;0;0
30;blue-collar;married;primary;cellular;no;243;0
38;blue-collar;married;secondary;cellular;no;452;0
34;blue-collar;single;primary;cellular;no;1702;0
36;blue-collar;married;secondary;telephone;no;106;0
56;technician;divorced;secondary;cellular;no;0;0
53;blue-collar;divorced;primary;telephone;no;559;0
43;blue-collar;married;secondary;cellular;no;130;0
29;admin.;single;secondary;cellular;no;103;0
32;blue-collar;married;primary;cellular;no;183;0
27;blue-collar;single;secondary;cellular;no;539;0
33;technician;married;secondary;cellular;no;0;0
33;technician;married;tertiary;cellular;no;79;0
40;management;married;tertiary;telephone;no;89;0
27;blue-collar;married;secondary;cellular;no;556;0
32;admin.;divorced;secondary;cellular;no;298;0
28;self-employed;single;secondary;cellular;yes;5679;3
37;entrepreneur;married;secondary;cellular;no;1290;0
39;services;married;tertiary;cellular;yes;1493;0
32;unemployed;married;unknown;cellular;no;881;0
45;management;married;secondary;cellular;no;1134;0
31;management;married;tertiary;cellular;no;395;0
52;management;married;tertiary;cellular;no;749;0
31;services;married;secondary;cellular;no;655;0
28;technician;single;secondary;cellular;yes;313;0
35;technician;single;secondary;cellular;no;694;0
43;management;married;tertiary;cellular;no;938;0
39;technician;divorced;secondary;cellular;no;1972;3
34;admin.;single;secondary;cellular;no;1;0
32;blue-collar;married;secondary;cellular;no;322;0
35;management;married;tertiary;cellular;no;182;0
37;blue-collar;married;secondary;telephone;no;408;0
59;services;married;secondary;cellular;no;968;0
52;admin.;married;secondary;cellular;no;-462;0
45;unemployed;single;primary;cellular;no;2249;3
49;blue-collar;married;primary;cellular;no;3103;3
33;unemployed;single;secondary;cellular;no;559;0
48;management;married;tertiary;cellular;no;0;0
58;unemployed;divorced;secondary;cellular;no;729;0
57;management;married;tertiary;cellular;no;105;0
44;technician;married;secondary;cellular;no;-393;0
47;services;single;secondary;cellular;no;870;0
57;unemployed;married;unknown;cellular;no;288;0
32;technician;married;secondary;cellular;no;106;0
41;entrepreneur;married;tertiary;cellular;no;367;0
31;self-employed;single;tertiary;telephone;yes;1815;0
45;blue-collar;divorced;primary;cellular;no;1512;0
27;admin.;single;secondary;cellular;no;-550;0
39;management;divorced;secondary;cellular;no;132;0
30;management;single;tertiary;cellular;no;3773;3
27;management;single;tertiary;cellular;no;317;0
50;housemaid;married;primary;cellular;no;3690;3
33;technician;married;secondary;cellular;no;1029;0
40;management;married;secondary;cellular;no;99;0
32;self-employed;single;tertiary;cellular;no;-359;0
27;management;married;tertiary;cellular;no;1918;3
59;retired;married;primary;cellular;no;413;0
32;self-employed;single;secondary;cellular;no;360;0
41;admin.;single;secondary;cellular;no;242;0
32;services;married;secondary;cellular;no;183;0
41;management;married;tertiary;cellular;no;371;0
40;management;married;tertiary;cellular;no;16;0
30;unemployed;single;primary;cellular;no;15261;4
45;blue-collar;married;secondary;cellular;no;52;0
33;blue-collar;single;tertiary;cellular;yes;700;0
30;admin.;married;secondary;cellular;no;2174;3
66;retired;married;primary;cellular;yes;206;0
76;retired;married;primary;telephone;no;2590;3
26;admin.;single;secondary;cellular;yes;255;0
30;admin.;single;secondary;cellular;yes;270;0
36;admin.;married;secondary;cellular;no;0;0
48;management;single;unknown;cellular;no;1009;0
32;blue-collar;married;secondary;cellular;no;0;0
38;management;married;secondary;cellular;no;844;0
36;self-employed;married;secondary;cellular;no;1245;0
31;technician;single;secondary;cellular;no;2088;3
28;technician;single;tertiary;cellular;yes;4987;3
28;admin.;single;secondary;cellular;no;659;0
26;student;single;secondary;cellular;no;477;0
33;housemaid;single;secondary;cellular;no;191;0
56;management;divorced;tertiary;cellular;no;505;0
39;blue-collar;married;secondary;cellular;no;20;0
52;technician;married;unknown;telephone;no;2709;3
46;services;married;secondary;cellular;no;561;0
34;admin.;married;secondary;cellular;no;764;0
29;unemployed;single;tertiary;cellular;no;0;0
40;technician;married;tertiary;cellular;no;516;0
29;management;married;secondary;cellular;no;160;0
29;management;single;tertiary;cellular;no;176;0
43;unemployed;married;tertiary;cellular;no;58;0
48;technician;married;tertiary;cellular;no;150;0
34;admin.;married;secondary;cellular;no;0;0
31;unemployed;single;tertiary;cellular;no;381;0
27;management;single;tertiary;cellular;no;10;0
54;blue-collar;married;secondary;telephone;no;2047;3
49;blue-collar;single;primary;cellular;no;48;0
27;unemployed;single;secondary;telephone;no;154;0
48;blue-collar;married;secondary;telephone;no;861;0
29;technician;single;secondary;cellular;no;28;0
35;blue-collar;single;secondary;cellular;no;0;0
42;services;divorced;primary;cellular;no;0;0
35;blue-collar;married;secondary;telephone;no;-100;0
28;admin.;single;tertiary;cellular;no;164;0
58;blue-collar;married;primary;cellular;no;42;0
60;technician;married;secondary;telephone;no;21;0
40;entrepreneur;divorced;secondary;cellular;no;201;0
30;technician;single;secondary;cellular;no;237;0
37;management;married;tertiary;cellular;no;784;0
34;unemployed;married;tertiary;cellular;no;582;0
31;entrepreneur;single;secondary;cellular;no;937;0
44;admin.;divorced;secondary;cellular;no;432;0
53;blue-collar;divorced;secondary;cellular;no;-376;0
52;management;married;tertiary;cellular;no;1646;0
36;unemployed;single;secondary;cellular;no;115;0
40;blue-collar;married;primary;cellular;no;1389;0
45;blue-collar;married;secondary;cellular;no;4365;3
48;blue-collar;married;primary;cellular;no;683;0
46;services;married;secondary;cellular;no;692;0
29;technician;single;tertiary;cellular;yes;673;0
28;services;single;secondary;cellular;no;217;0
31;management;single;tertiary;cellular;no;43;0
27;management;single;tertiary;cellular;no;406;0
49;unemployed;single;tertiary;cellular;no;631;0
48;entrepreneur;married;tertiary;cellular;no;354;0
31;blue-collar;single;secondary;cellular;no;42;0
32;unemployed;single;tertiary;cellular;no;586;0
27;unemployed;single;secondary;cellular;no;1301;0
34;housemaid;married;tertiary;cellular;no;677;0
41;self-employed;divorced;tertiary;telephone;no;1256;0
27;unemployed;single;primary;cellular;no;799;0
30;self-employed;single;primary;cellular;no;163;0
51;management;married;tertiary;cellular;no;285;0
42;technician;single;secondary;cellular;no;49;0
30;management;single;tertiary;cellular;no;82;0
31;management;single;tertiary;cellular;no;153;0
45;unemployed;single;secondary;cellular;no;17609;4
54;management;married;secondary;cellular;no;2895;3
49;housemaid;divorced;secondary;telephone;no;267;0
44;unemployed;married;primary;cellular;no;-43;0
47;blue-collar;married;secondary;cellular;no;0;0
34;blue-collar;single;primary;cellular;no;81;0
41;unemployed;married;secondary;cellular;no;5608;3
44;self-employed;married;secondary;telephone;no;304;0
40;blue-collar;married;primary;cellular;no;3462;3
28;management;single;tertiary;cellular;no;385;0
37;unemployed;married;secondary;cellular;no;356;0
33;blue-collar;married;secondary;telephone;no;93;0
26;services;single;secondary;cellular;no;1114;0
33;technician;single;secondary;cellular;no;0;0
42;management;single;tertiary;cellular;no;1285;0
36;entrepreneur;married;secondary;cellular;no;546;0
49;services;married;secondary;telephone;yes;320;0
32;blue-collar;single;tertiary;cellular;no;358;0
32;management;single;tertiary;cellular;no;261;0
27;management;single;unknown;cellular;no;3196;3
41;services;married;unknown;cellular;no;230;0
41;unemployed;married;primary;cellular;no;819;0
51;admin.;married;secondary;cellular;no;-229;0
32;blue-collar;married;secondary;cellular;no;316;0
32;management;single;tertiary;cellular;no;19985;4
29;technician;single;secondary;cellular;no;362;0
31;technician;single;tertiary;cellular;no;830;0
27;admin.;single;secondary;cellular;no;-172;0
